0069    617.763    431.913  05:36:21.53  +34:09:51.3    12.302    0.004    12.341    0.005    12.136    0.004    12.028    0.005    11.915    0.004    11.753    0.019    11.735    0.019    11.713    0.019    0.830    0.038   -0.259    0.069   -3.568    0.052    0.93
0070    178.489    301.811  05:36:29.32  +34:04:17.9    12.379    0.006    12.307    0.003    12.144    0.004    12.037    0.004    11.933    0.007    11.701    0.018    11.644    0.017    11.654    0.018    0.821    0.045   -0.007    0.074   -3.361    0.055    0.95
0071    753.342   -289.236  05:37:05.62  +34:11:30.5    14.827    0.017    13.527    0.003    12.153    0.004    11.392    0.008    10.725    0.004     9.638    0.016     8.975    0.018     8.810    0.014    0.686    0.073    0.479    0.097   -1.125    0.073    0.00
0072    178.663    184.864  05:36:36.45  +34:04:17.5    12.437    0.005    12.405    0.002    12.227    0.004    12.094    0.003    11.997    0.003    11.747    0.018    11.698    0.020    11.687    0.018    0.820    0.057   -0.133    0.083   -3.414    0.061    0.95
0073    108.285    525.840  05:36:15.63  +34:03:25.6    12.618    0.006    12.480    0.003    12.283    0.005    12.202    0.005    12.027    0.004    11.804    9.990    11.764    0.027    11.739    0.025    0.760    0.041   -0.085    0.075   -3.306    0.053    0.95
0074    703.623   1272.135  05:35:30.25  +34:10:59.1    12.549    0.010    12.438    0.007    12.291    0.007    12.210    0.006    12.069    0.006    11.863    0.018    11.820    0.018    11.797    0.017    0.847    0.050   -0.128    0.086   -3.383    0.068    0.95
0075    984.208    968.702  05:35:48.85  +34:14:30.8    12.782    0.008    12.816    0.010    12.302    0.008    12.017    0.006    11.607    0.009    11.265    0.016    11.013    0.018    10.986    0.017    2.305    0.045   -5.106    0.074  -12.694    0.057    0.00
0076    689.946    480.862  05:36:18.57  +34:10:46.1    12.722    0.004    12.588    0.003    12.305    0.003    12.135    0.003    11.893    0.003    11.636    0.018    11.570    0.019    11.519    0.018    0.709    0.044   -0.001    0.086   -3.575    0.066    0.93
0077    379.064    443.246  05:36:20.76  +34:06:50.4    12.768    0.005    12.612    0.004    12.320    0.003    12.164    0.007    11.978    0.005    11.653    0.018    11.551    0.019    11.534    0.018    0.829    0.045   -0.164    0.076   -3.549    0.057    0.94
0078    327.997    454.820  05:36:20.03  +34:06:11.8    12.622    0.005    12.559    0.002    12.380    0.004    12.263    0.005    12.106    0.004    11.815    0.018    11.743    0.019    11.709    0.018    0.897    0.046    0.111    0.077   -3.281    0.058    0.93
0079    805.278    452.266  05:36:20.35  +34:12:13.4    12.994    0.005    12.850    0.005    12.390    0.005    12.031    0.003    11.724    0.002    11.366    0.018    11.186    0.017    11.141    0.018    0.930    0.038    2.932    0.074   -1.748    0.054    0.00
0080   1382.665    181.831  05:36:37.09  +34:19:29.7    13.139    0.012    12.764    0.005    12.401    0.012    12.228    0.005    11.975    0.007    11.622    0.018    11.487    0.019    11.439    0.018    0.818    0.048    2.317    0.089   -2.945    0.069    0.00
0081    416.404    227.501  05:36:33.94  +34:07:17.8    12.596    0.005    12.597    0.003    12.412    0.004    12.249    0.004    12.132    0.003    11.944    0.018    11.883    0.019    11.849    0.018    0.881    0.039   -0.374    0.067   -3.492    0.049    0.92
0082    196.852    912.093  05:35:52.10  +34:04:34.1    13.011    0.007    12.808    0.005    12.418    0.005    12.191    0.005    11.927    0.005    11.499    0.019    11.281    0.018    11.244    0.017    0.764    0.048   -0.252    0.096   -3.100    0.076    0.91
0083    322.307    278.042  05:36:30.82  +34:06:06.7    12.853    0.010    12.670    0.004    12.430    0.004    12.322    0.004    12.184    0.004    11.937    0.018    11.924    0.020    11.858    0.019    0.947    0.038   -0.233    0.071   -3.345    0.053    0.95
0084   -345.385    160.106  05:36:37.76  +33:57:40.3    12.821    0.007    12.646    0.003    12.433    0.004    12.291    0.009    12.177    0.004    11.907    0.019    11.861    0.022    11.833    0.018    0.838    0.049   -0.232    0.076   -3.220    0.057    0.94
0085    502.188    547.091  05:36:14.46  +34:08:24.2    12.773    0.005    12.658    0.003    12.444    0.004    12.303    0.006    12.034    0.006    11.730    9.990    11.534    0.020    11.495    0.021   -5.239    0.564    5.467    0.992   -4.473    0.936    0.00
0086    780.182    963.596  05:35:49.11  +34:11:56.3    12.654    0.008    12.631    0.006    12.454    0.007    12.362    0.007    12.150    0.008    11.996    0.018    11.950    0.024    11.913    0.023    0.930    0.046   -0.153    0.076   -3.306    0.059    0.95
0087    113.328   -104.002  05:36:54.04  +34:03:26.6    13.457    0.010    13.211    0.004    12.489    0.007    12.047    0.011    11.711    0.006    11.123    0.016    10.789    0.018    10.725    0.017    2.204    0.042    6.428    0.075   -8.878    0.055    0.00
0088    -10.756    787.817  05:35:59.62  +34:01:56.4    13.006    0.007    12.770    0.003    12.492    0.004    12.323    0.006    12.129    0.006    11.808    0.020    11.685    0.020    11.647    0.017    0.635    0.290   -0.410    0.538   -3.793    0.438    0.76
0089   -575.123    397.129  05:36:23.25  +33:54:47.3    13.992    0.010    13.470    0.003    12.504    0.004    11.944    0.008    11.482    0.004    10.712    0.018    10.237    0.017    10.176    0.015    1.140    0.050    2.174    0.085   -4.087    0.064    0.00
0090   1123.999    795.750  05:35:59.46  +34:16:16.2    12.762    0.007    12.704    0.007    12.540    0.006    12.459    0.004    12.273    0.008    12.113    0.018    12.084    0.020    12.090    0.020    0.895    0.045    0.353    0.077   -2.312    0.058    0.00
0091    836.516   -295.960  05:37:06.07  +34:12:33.5    13.374    0.010    12.961    0.003    12.542    0.004    12.291    0.007    12.056    0.004    11.627    0.016    11.496    0.018    11.466    0.016    0.944    0.053    2.391    0.092   -5.861    0.066    0.00
0092    497.396   1219.693  05:35:33.41  +34:08:22.7    13.197    0.009    12.929    0.007    12.578    0.005    12.377    0.006    12.169    0.007    11.880    0.023    11.779    0.026    11.752    0.021    1.100    0.047    1.168    0.083   -2.584    0.066    0.00
0093   -182.836    489.207  05:36:17.77  +33:59:44.9    14.798    0.017    13.998    0.053    12.585    0.008    11.882    0.014    11.223    0.025    10.170    0.018     9.581    0.019     9.434    0.015    0.546    0.044    2.386    0.074   -1.296    0.055    0.00
0094   -182.878    489.405  05:36:17.76  +33:59:44.9    14.816    0.045    13.881    0.000    12.588    0.009    11.886    0.009    11.221    0.012    10.170    0.018     9.581    0.019     9.434    0.015    0.546    0.044    2.386    0.074   -1.296    0.055    0.00
0095    320.178   1105.335  05:35:40.35  +34:06:08.2    12.922    0.008    12.813    0.005    12.623    0.005    12.515    0.005    12.358    0.006    12.050    0.020    11.993    0.018    11.975    0.018    0.635    0.072    0.570    0.129   -2.490    0.101    0.01
